Identifier,Tag: Name,Service,Type,Region,Tag: AppName,Tag: BudgetCode,Tag: CitcoEnterpriseTags,Tag: ClientData,Tag: ComponentGroup,Tag: ComponentType,Tag: Cost,Tag: EBSBudgetCode,Tag: EBSCostCenter,Tag: Env,Tag: Environment,Tag: LOB,Tag: Project Code ,Tag: RpaProject,Tag: RunSchedule,Tag: ScheduleMessage,Tag: SubProject,Tag: System,Tag: TagName,Tag: aws:cloudformation:logical-id,Tag: aws:cloudformation:stack-id,Tag: aws:cloudformation:stack-name,Tag: lambda:createdBy,Tags,ARN
aeoi-task:826,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:826
aeoi-task:695,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:695
aeoi-task:720,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:720
aeoi-task:70,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,aeoi,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:70
cais-task-api:72,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:72
pricing-pack-task:22,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:22
chatbot-task:335,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:335
aeoi-task:214,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:214
deadline-task:51,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:51
aeoi-task:337,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:337
aeoi-task:786,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:786
dev-cdq-task:99,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),cdq,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:99
chatbot-task:221,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:221
aeoi-task:284,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:284
deadline-task:184,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,CAIS-PRICING-DEADLINE-052021,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:184
dev-cdq-task:23,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),CDQ,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:23
aeoi-task:619,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:619
aeoi-task:502,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:502
aeoi-task:830,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:830
chatbot-task:373,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:373
dev-cdq-task:155,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),cdq,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:155
chatbot-task:32,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:32
dev-cdq-task:174,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),cdq,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:174
deadline-task:135,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,CAIS-PRICING-DEADLINE-052021,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:135
aeoi-task:448,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:448
aeoi-task:353,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:353
aeoi-task:33,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,aeoi,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:33
cais-task:106,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,cais,web,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:106
cais-task-api:111,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:111
cais-task:87,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,cais,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:87
chatbot-task:553,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:553
deadline-task:37,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:37
aeoi-task:229,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:229
deadline-task:42,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:42
pricing-pack-task:80,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:80
pricing-pack-task:69,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:69
deadline-task:93,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:93
cais-task-api:54,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:54
deadline-task:125,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:125
dev-cdq-task:95,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),cdq,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:95
cais-task-api:44,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:44
dev-cdq-task:142,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),cdq,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:142
aeoi-task:717,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:717
chatbot-task:292,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:292
chatbot-task:412,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:412
aeoi-task:258,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:258
chatbot-task:12,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:12
cais-task:90,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,cais,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:90
aeoi-task:57,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,aeoi,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:57
cais-task-api:158,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:158
cais-task:298,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:298
cais-task:166,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:166
pricing-pack-task:125,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:125
chatbot-task:290,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:290
aeoi-task:456,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:456
chatbot-task:72,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:72
